Customer_ID,First_Name,Last_Name,Gender,DOB,Email,Phone,City,State,Occupation,Annual_Income,Marital_Status,Customer_Segment,Join_Date
C01643,Hredhaan,Dubey,Female,1992-10-26,hredhaan.dubey56@email.com,6388259244,Chennai,Tamil Nadu,Software Engineer,872400,Married,Premium,2022-03-19
C01644,Zehaan,Lal,Male,1956-06-10,zehaan.lal1@email.com,8828702405,Pune,Maharashtra,Business Owner,4647967,Single,VIP,2025-11-11
C01645,Pallavi,Pau,Male,1994-03-11,pallavi.pau209@email.com,7874963179,Mumbai,Maharashtra,Doctor,1168559,Single,Premium,2023-10-18
C01646,Anya,Ranganathan,Male,1990-05-27,anya.ranganathan353@email.com,6429125118,Kolkata,West Bengal,Sales Executive,692437,Married,Premium,2025-01-04
C01647,Samar,Sachdev,Male,1962-01-31,samar.sachdev852@email.com,7990648550,Ahmedabad,Gujarat,Data Analyst,1457174,Married,Premium,2023-04-15
C01648,Vasudha,Gola,Female,1957-07-03,vasudha.gola137@email.com,7717486813,Chennai,Tamil Nadu,Government Employee,534744,Married,Premium,2021-09-27
C01649,Veda,Kulkarni,Female,1986-09-03,veda.kulkarni356@email.com,8097272582,Pune,Maharashtra,Government Employee,1025935,Married,Premium,2021-03-13
C01650,Hemangini,Rao,Female,1968-08-05,hemangini.rao241@email.com,7585412313,Lucknow,Uttar Pradesh,Data Analyst,1428606,Single,Premium,2024-11-05
C01651,Lakshit,Dani,Male,1973-08-17,lakshit.dani662@email.com,6988158051,Pune,Maharashtra,Retired,464137,Divorced,Retail,2024-12-13
C01652,Victor,Sekhon,Male,1993-07-21,victor.sekhon394@email.com,8809101628,Pune,Maharashtra,Data Analyst,816604,Single,Premium,2025-04-02
C01653,Neel,Chaudhry,Male,1996-03-19,neel.chaudhry982@email.com,7811346167,Ahmedabad,Gujarat,Doctor,1811210,Single,VIP,2020-05-31
C01654,Yashoda,Rattan,Male,1979-09-01,yashoda.rattan355@email.com,8946629399,Ahmedabad,Gujarat,Sales Executive,411600,Married,Retail,2025-04-11
C01655,Hamsini,Ben,Female,1964-01-25,hamsini.ben520@email.com,7649225719,Chennai,Tamil Nadu,Student,42174,Single,Retail,2019-12-16
C01656,Lopa,Ahluwalia,Female,2004-12-04,lopa.ahluwalia265@email.com,9187144944,Kolkata,West Bengal,Government Employee,842978,Single,Premium,2025-06-07
C01657,Gavin,Dhillon,Female,1967-01-01,gavin.dhillon865@email.com,8297911291,Ahmedabad,Gujarat,Sales Executive,690935,Married,Premium,2022-08-08
C01658,Radhika,Chakrabarti,Female,1998-05-12,radhika.chakrabarti82@email.com,6645908204,Pune,Maharashtra,Government Employee,957540,Married,Premium,2019-02-19
C01659,Adya,Kapadia,Male,1959-10-23,adya.kapadia746@email.com,9746092794,Jaipur,Rajasthan,Doctor,1414424,Married,Premium,2021-09-29
C01660,Fariq,Barad,Male,2001-12-16,fariq.barad472@email.com,7576700211,Delhi,Delhi,Doctor,1083559,Married,Premium,2024-10-01
C01661,Leena,Rattan,Male,1966-09-02,leena.rattan304@email.com,9293525866,Pune,Maharashtra,Business Owner,2916670,Single,VIP,2023-10-24
C01662,Bhavini,Bhandari,Female,1971-04-04,bhavini.bhandari458@email.com,7394286198,Chennai,Tamil Nadu,Software Engineer,1214968,Single,Premium,2025-03-03
C01663,Parth,Talwar,Male,2002-10-09,parth.talwar406@email.com,7067843621,Kolkata,West Bengal,Teacher,487298,Married,Retail,2022-04-28
C01664,Advaith,Jaggi,Male,1971-07-01,advaith.jaggi282@email.com,7483422754,Ahmedabad,Gujarat,Software Engineer,903341,Single,Premium,2025-10-28
C01665,Zarna,Mangal,Female,1960-10-08,zarna.mangal42@email.com,6328720254,Jaipur,Rajasthan,Data Analyst,1463405,Married,Premium,2020-03-31
C01666,Bahadurjit,Uppal,Male,2003-05-27,bahadurjit.uppal743@email.com,6338292529,Delhi,Delhi,Retired,529485,Single,Premium,2022-12-23
C01667,Vincent,Gara,Male,1965-03-18,vincent.gara765@email.com,7103196723,Kolkata,West Bengal,Government Employee,820205,Single,Premium,2024-04-28
C01668,Balendra,Parsa,Female,1958-07-12,balendra.parsa311@email.com,8643902302,Bengaluru,Karnataka,Government Employee,522080,Married,Premium,2020-08-16
C01669,Aadi,Dugar,Female,1989-08-23,aadi.dugar779@email.com,7876667217,Lucknow,Uttar Pradesh,Student,98103,Married,Retail,2019-04-30
C01670,Anya,Ratta,Male,1961-05-17,anya.ratta932@email.com,6778507543,Kolkata,West Bengal,Doctor,2051854,Married,VIP,2021-08-05
C01671,Megha,Ravi,Female,1988-08-11,megha.ravi673@email.com,6557344795,Kolkata,West Bengal,Government Employee,617198,Married,Premium,2023-07-29
C01672,Sai,Vasa,Male,1975-10-15,sai.vasa727@email.com,7394184320,Bengaluru,Karnataka,Business Owner,1614933,Single,VIP,2018-09-20
C01673,Ekapad,Chana,Male,1966-03-25,ekapad.chana651@email.com,8556496651,Ahmedabad,Gujarat,Retired,583573,Married,Premium,2023-04-07
C01674,Bhavani,Pall,Male,1980-12-15,bhavani.pall355@email.com,9533163366,Chennai,Tamil Nadu,Sales Executive,313177,Single,Retail,2021-07-18
C01675,Aradhana,Kara,Male,1975-12-05,aradhana.kara262@email.com,7730606516,Mumbai,Maharashtra,Data Analyst,1058094,Married,Premium,2023-09-30
C01676,Robert,Sha,Male,1969-07-09,robert.sha766@email.com,8274579252,Chennai,Tamil Nadu,Accountant,988592,Single,Premium,2026-07-01
C01677,Netra,Agrawal,Male,1987-03-06,netra.agrawal599@email.com,6716118374,Kolkata,West Bengal,Accountant,890083,Single,Premium,2020-10-23
C01678,Parth,Ray,Female,1969-01-10,parth.ray503@email.com,7008108568,Hyderabad,Telangana,Government Employee,424545,Married,Retail,2022-11-23
C01679,Hredhaan,Bora,Male,1971-06-12,hredhaan.bora224@email.com,6907548796,Delhi,Delhi,Government Employee,1036613,Single,Premium,2022-11-14
C01680,Chaitaly,Oak,Other,1969-03-23,chaitaly.oak361@email.com,9226726995,Pune,Maharashtra,Software Engineer,933693,Married,Premium,2019-08-02
C01681,Yochana,Kurian,Male,1967-03-30,yochana.kurian704@email.com,8719240771,Delhi,Delhi,Business Owner,3846530,Married,VIP,2026-01-15
C01682,Zashil,Savant,Female,1984-11-30,zashil.savant414@email.com,8125292476,Pune,Maharashtra,Sales Executive,858375,Single,Premium,2021-10-18
C01683,Veda,Kohli,Female,1986-12-27,veda.kohli546@email.com,9564248627,Pune,Maharashtra,Software Engineer,972510,Single,Premium,2025-01-12
C01684,Harinakshi,Shanker,Male,1975-09-16,harinakshi.shanker429@email.com,7796454173,Pune,Maharashtra,Software Engineer,806198,Married,Premium,2024-05-21
C01685,Triveni,Bala,Male,1965-08-05,triveni.bala516@email.com,6345769830,Mumbai,Maharashtra,Retired,267541,Married,Retail,2022-09-09
C01686,Jackson,Kuruvilla,Female,1959-01-24,jackson.kuruvilla583@email.com,8686481113,Lucknow,Uttar Pradesh,Student,85202,Single,Retail,2019-03-01
C01687,Lavanya,Kannan,Male,2000-02-03,lavanya.kannan670@email.com,7672199925,Lucknow,Uttar Pradesh,Student,194763,Married,Retail,2024-05-07
C01688,Victor,Mutti,Female,1993-05-22,victor.mutti960@email.com,9061420560,Bengaluru,Karnataka,Accountant,786991,Single,Premium,2022-02-05
C01689,Ira,Varty,Female,1985-06-08,ira.varty473@email.com,7972218606,Kolkata,West Bengal,Doctor,1135922,Single,Premium,2023-02-23
C01690,Aditya,Lall,Male,1967-01-04,aditya.lall513@email.com,8754702956,Mumbai,Maharashtra,Data Analyst,1335456,Widowed,Premium,2020-09-13
C01691,Bhavna,Chander,Male,1967-03-03,bhavna.chander72@email.com,6029563612,Ahmedabad,Gujarat,Software Engineer,1113515,Married,Premium,2021-12-25
C01692,Hema,Borra,Female,1961-09-08,hema.borra73@email.com,9363142918,Ahmedabad,Gujarat,Government Employee,945015,Married,Premium,2023-04-22
C01693,Pranav,Soni,Male,1988-11-11,pranav.soni547@email.com,9069888953,Lucknow,Uttar Pradesh,Teacher,675282,Married,Premium,2021-04-05
C01694,Irya,Kamdar,Male,1975-07-18,irya.kamdar743@email.com,9301805593,Pune,Maharashtra,Doctor,2702179,Married,VIP,2026-03-13
C01695,Amruta,Goswami,Male,1979-11-28,amruta.goswami868@email.com,7127425034,Delhi,Delhi,Accountant,849407,Single,Premium,2024-12-08
C01696,Ranveer,Tara,Female,1968-06-22,ranveer.tara146@email.com,9921196010,Pune,Maharashtra,Software Engineer,1368531,Married,Premium,2024-11-10
C01697,Ryan,Keer,Male,1975-05-02,ryan.keer76@email.com,7968134495,Chennai,Tamil Nadu,Doctor,1203687,Married,Premium,2024-11-04
C01698,Wyatt,Lanka,Female,1974-04-14,wyatt.lanka339@email.com,9381745356,Hyderabad,Telangana,Doctor,1718154,Married,VIP,2020-05-07
C01699,Veer,Jain,Male,1988-10-27,veer.jain152@email.com,8241025018,Kolkata,West Bengal,Doctor,2246606,Married,VIP,2025-09-10
C01700,Zaid,Parekh,Male,1991-02-05,zaid.parekh734@email.com,6679903838,Hyderabad,Telangana,Retired,340171,Single,Retail,2019-12-01
C01701,Hredhaan,Dar,Female,1985-12-14,hredhaan.dar712@email.com,6552131297,Mumbai,Maharashtra,Accountant,709203,Married,Premium,2026-06-01
C01702,Farhan,Tailor,Male,1987-01-30,farhan.tailor217@email.com,8504955387,Bengaluru,Karnataka,Doctor,2335387,Single,VIP,2023-10-24
C01703,Abeer,Basak,Male,1968-08-12,abeer.basak530@email.com,7743089433,Jaipur,Rajasthan,Doctor,1763702,Married,VIP,2025-10-20
C01704,Vasatika,Prabhu,Male,1995-02-17,vasatika.prabhu388@email.com,9716901993,Chennai,Tamil Nadu,Software Engineer,1650872,Married,VIP,2023-11-14
C01705,Divya,Tailor,Female,1964-05-25,divya.tailor389@email.com,6061128523,Mumbai,Maharashtra,Sales Executive,805468,Married,Premium,2026-03-25
C01706,Anvi,Swaminathan,Female,2001-02-16,anvi.swaminathan285@email.com,8614094185,Bengaluru,Karnataka,Data Analyst,824333,Single,Premium,2020-02-23
C01707,Yasti,Mammen,Female,1997-09-13,yasti.mammen935@email.com,8742923210,Ahmedabad,Gujarat,Data Analyst,873818,Married,Premium,2021-12-22
C01708,Tristan,Dave,Female,1957-11-26,tristan.dave34@email.com,7711506767,Bengaluru,Karnataka,Data Analyst,1277391,Single,Premium,2019-01-19
C01709,Pallavi,Sridhar,Female,1983-11-29,pallavi.sridhar867@email.com,9183678392,Jaipur,Rajasthan,Teacher,442330,Widowed,Retail,2026-08-01
C01710,Bachittar,Thakkar,Female,2000-07-13,bachittar.thakkar263@email.com,9424247980,Jaipur,Rajasthan,Accountant,994230,Single,Premium,2021-07-17
C01711,Meera,Ghosh,Female,1960-09-21,meera.ghosh624@email.com,7141444834,Ahmedabad,Gujarat,Data Analyst,739431,Single,Premium,2022-06-24
C01712,Jai,Vasa,Female,2000-05-05,jai.vasa63@email.com,6892202360,Mumbai,Maharashtra,Teacher,775078,Married,Premium,2022-07-03
C01713,Diya,Anand,Male,1967-10-26,diya.anand801@email.com,6219398971,Delhi,Delhi,Accountant,886823,Married,Premium,2018-09-09
C01714,Shivansh,Raghavan,Male,1965-07-13,shivansh.raghavan488@email.com,6847810424,Delhi,Delhi,Data Analyst,1001532,Single,Premium,2023-07-14
C01715,Harrison,Nanda,Male,1968-04-30,harrison.nanda596@email.com,7845786456,Hyderabad,Telangana,Retired,405449,Married,Retail,2021-08-31
C01716,Aashi,Grover,Female,1997-12-28,aashi.grover1@email.com,7081248468,Lucknow,Uttar Pradesh,Data Analyst,1117545,Married,Premium,2023-04-04
C01717,Adya,Khalsa,Female,1967-04-03,adya.khalsa527@email.com,7218721454,Chennai,Tamil Nadu,Accountant,585107,Married,Premium,2020-11-18
C01718,Urishilla,Oza,Female,1986-04-01,urishilla.oza575@email.com,8160636035,Chennai,Tamil Nadu,Sales Executive,561118,Single,Premium,2021-09-13
C01719,Qarin,Tara,Male,1977-06-20,qarin.tara998@email.com,8188491706,Kolkata,West Bengal,Software Engineer,1622530,Single,VIP,2022-03-13
C01720,Shivansh,Saini,Male,1995-05-13,shivansh.saini97@email.com,9974113211,Pune,Maharashtra,Teacher,698688,Married,Premium,2024-07-20
C01721,Kashish,Patla,Female,1983-09-23,kashish.patla782@email.com,6995585447,Bengaluru,Karnataka,Sales Executive,491528,Married,Retail,2025-11-09
C01722,Nandini,Mammen,Male,1973-03-14,nandini.mammen950@email.com,8617897214,Delhi,Delhi,Business Owner,4758379,Married,VIP,2022-06-04
C01723,Pranit,Deep,Male,1962-06-02,pranit.deep805@email.com,6737777837,Bengaluru,Karnataka,Business Owner,2111875,Married,VIP,2023-06-28
C01724,Veer,Chaudhry,Female,1965-09-14,veer.chaudhry670@email.com,8556491848,Jaipur,Rajasthan,Software Engineer,1283003,Widowed,Premium,2024-09-20
C01725,Anamika,Keer,Female,1956-04-06,anamika.keer877@email.com,9583888378,Hyderabad,Telangana,Data Analyst,1478157,Married,Premium,2023-04-25
C01726,Rachana,Raj,Male,1996-03-08,rachana.raj436@email.com,8419296692,Chennai,Tamil Nadu,Business Owner,3769009,Single,VIP,2020-04-04
C01727,Madhav,Doctor,Male,1979-08-14,madhav.doctor825@email.com,6600995997,Pune,Maharashtra,Government Employee,457994,Single,Retail,2022-08-12
C01728,Aditya,Goda,Female,1956-04-03,aditya.goda734@email.com,7099208100,Bengaluru,Karnataka,Student,184638,Single,Retail,2022-03-05
C01729,Xalak,Desai,Male,1982-08-03,xalak.desai574@email.com,9174053689,Pune,Maharashtra,Business Owner,4386116,Single,VIP,2026-03-10
C01730,Zansi,Walla,Male,1991-10-01,zansi.walla249@email.com,6688989839,Hyderabad,Telangana,Sales Executive,761481,Single,Premium,2024-09-19
C01731,Diya,Sur,Male,1974-10-18,diya.sur931@email.com,9034345670,Pune,Maharashtra,Accountant,448234,Married,Retail,2021-02-21
C01732,Zashil,Batta,Male,1987-10-08,zashil.batta655@email.com,7471850632,Kolkata,West Bengal,Retired,346617,Single,Retail,2021-12-23
C01733,Hardik,Gade,Male,1982-01-03,hardik.gade768@email.com,6317779325,Ahmedabad,Gujarat,Doctor,1232848,Single,Premium,2019-02-06
C01734,Tanveer,Kumar,Male,1956-01-23,tanveer.kumar205@email.com,8413068920,Lucknow,Uttar Pradesh,Software Engineer,915452,Single,Premium,2022-08-23
C01735,Gopal,Sengupta,Male,1990-02-27,gopal.sengupta837@email.com,7251636720,Hyderabad,Telangana,Retired,436568,Married,Retail,2024-12-03
C01736,Gaurika,Lad,Female,1997-07-08,gaurika.lad220@email.com,6790875404,Ahmedabad,Gujarat,Business Owner,3830213,Married,VIP,2021-08-29
C01737,Jagvi,Kurian,Male,1990-12-21,jagvi.kurian721@email.com,7112507433,Bengaluru,Karnataka,Business Owner,3593507,Married,VIP,2021-07-08
C01738,Anmol,Sabharwal,Male,1958-08-10,anmol.sabharwal826@email.com,8088889690,Pune,Maharashtra,Software Engineer,849960,Single,Premium,2019-08-15
C01739,Indali,Issac,Female,1972-07-18,indali.issac33@email.com,8165572149,Kolkata,West Bengal,Sales Executive,691616,Married,Premium,2023-07-01
C01740,Owen,Mane,Female,1984-11-12,owen.mane69@email.com,9154369191,Lucknow,Uttar Pradesh,Accountant,696376,Single,Premium,2021-08-11
C01741,Ekta,Uppal,Male,1999-10-30,ekta.uppal867@email.com,9657104313,Mumbai,Maharashtra,Teacher,578796,Married,Premium,2022-09-26
C01742,Sanya,Brar,Male,1975-10-09,sanya.brar442@email.com,9512234294,Delhi,Delhi,Data Analyst,1288432,Married,Premium,2021-10-30
C01743,Bhavini,Sheth,Male,1977-05-31,bhavini.sheth348@email.com,7950117350,Mumbai,Maharashtra,Business Owner,1412584,Married,Premium,2023-12-18
C01744,Maanav,Ganesh,Female,1961-01-11,maanav.ganesh639@email.com,9557189157,Lucknow,Uttar Pradesh,Student,105241,Single,Retail,2024-01-15
C01745,Geetika,Sama,Male,2005-04-16,geetika.sama229@email.com,8509877863,Mumbai,Maharashtra,Business Owner,4383190,Single,VIP,2023-12-17
C01746,Nidhi,Bora,Female,1984-11-15,nidhi.bora915@email.com,9780910135,Lucknow,Uttar Pradesh,Accountant,610062,Divorced,Premium,2019-04-06
C01747,Neel,Oza,Female,1969-06-01,neel.oza186@email.com,6433347157,Mumbai,Maharashtra,Data Analyst,1310540,Single,Premium,2020-07-13
C01748,Dipta,Nadig,Male,1967-07-30,dipta.nadig336@email.com,9739009791,Chennai,Tamil Nadu,Software Engineer,1732621,Widowed,VIP,2024-02-22
C01749,Bishakha,Loke,Male,1990-09-11,bishakha.loke278@email.com,7000636542,Hyderabad,Telangana,Data Analyst,711499,Single,Premium,2023-09-27
C01750,Megha,Madan,Female,1992-02-13,megha.madan971@email.com,7611102142,Ahmedabad,Gujarat,Student,35995,Single,Retail,2026-02-20
C01751,Sai,Patil,Male,1958-05-07,sai.patil204@email.com,6883183843,Ahmedabad,Gujarat,Government Employee,451604,Single,Retail,2024-12-13
C01752,Shravya,Sachdev,Female,1968-06-16,shravya.sachdev742@email.com,8218334233,Jaipur,Rajasthan,Teacher,391801,Divorced,Retail,2020-01-05
C01753,Qarin,Bajaj,Male,1957-05-06,qarin.bajaj367@email.com,9219862180,Ahmedabad,Gujarat,Teacher,793195,Married,Premium,2019-08-27
C01754,Wahab,Krishnamurthy,Other,1979-05-11,wahab.krishnamurthy262@email.com,8185001290,Jaipur,Rajasthan,Data Analyst,595201,Single,Premium,2026-08-03
C01755,Fariq,Kade,Male,1976-08-08,fariq.kade879@email.com,6429780318,Pune,Maharashtra,Student,99622,Single,Retail,2020-01-04
C01756,Mekhala,Chauhan,Male,1986-07-12,mekhala.chauhan719@email.com,6362716319,Hyderabad,Telangana,Government Employee,1083673,Single,Premium,2019-05-27
C01757,Devansh,Solanki,Female,1980-12-17,devansh.solanki868@email.com,7069438806,Chennai,Tamil Nadu,Student,72015,Single,Retail,2023-04-03
C01758,Chatura,Bal,Male,2005-06-05,chatura.bal781@email.com,6167464267,Mumbai,Maharashtra,Sales Executive,463324,Married,Retail,2025-02-23
C01759,Mekhala,Viswanathan,Male,1991-09-09,mekhala.viswanathan162@email.com,7800618432,Lucknow,Uttar Pradesh,Doctor,1779519,Single,VIP,2025-02-04
C01760,Fiyaz,Chawla,Male,1972-06-01,fiyaz.chawla31@email.com,8136984143,Delhi,Delhi,Software Engineer,1365603,Married,Premium,2020-10-27
C01761,Nachiket,Chad,Male,1979-09-30,nachiket.chad803@email.com,6110939146,Lucknow,Uttar Pradesh,Business Owner,3024502,Single,VIP,2024-02-28
C01762,Madhavi,More,Male,1975-07-31,madhavi.more781@email.com,8570570033,Kolkata,West Bengal,Software Engineer,1454913,Married,Premium,2020-07-16
C01763,Yug,Mander,Female,1995-05-24,yug.mander95@email.com,7803383228,Chennai,Tamil Nadu,Teacher,307832,Married,Retail,2022-05-11
C01764,Jonathan,Deep,Other,1997-12-11,jonathan.deep878@email.com,8591029605,Jaipur,Rajasthan,Accountant,835239,Single,Premium,2023-01-26
C01765,Onkar,Balakrishnan,Female,2005-03-03,onkar.balakrishnan673@email.com,8319222595,Hyderabad,Telangana,Accountant,892292,Single,Premium,2018-11-21
C01766,Ishanvi,Nanda,Male,1965-09-11,ishanvi.nanda873@email.com,8453455127,Ahmedabad,Gujarat,Teacher,550499,Married,Premium,2025-12-10
C01767,Vamakshi,Sibal,Male,1990-11-23,vamakshi.sibal762@email.com,6407116477,Bengaluru,Karnataka,Software Engineer,899044,Married,Premium,2025-12-30
C01768,Anita,Saxena,Female,1986-10-04,anita.saxena748@email.com,8831969851,Bengaluru,Karnataka,Teacher,430956,Single,Retail,2019-09-27
C01769,Peter,Shan,Male,1959-12-28,peter.shan905@email.com,7145578899,Jaipur,Rajasthan,Retired,422586,Married,Retail,2023-12-16
C01770,Radhika,Viswanathan,Female,1997-02-25,radhika.viswanathan958@email.com,9653936649,Mumbai,Maharashtra,Government Employee,792975,Married,Premium,2024-01-12
C01771,Dayita,Palan,Male,1980-09-26,dayita.palan650@email.com,6146518687,Mumbai,Maharashtra,Student,51877,Single,Retail,2022-09-08
C01772,Utkarsh,Chakraborty,Female,1990-05-23,utkarsh.chakraborty496@email.com,9683709490,Kolkata,West Bengal,Government Employee,738199,Married,Premium,2022-05-07
C01773,Darika,Pau,Male,1964-10-28,darika.pau270@email.com,8344534297,Bengaluru,Karnataka,Government Employee,874065,Married,Premium,2022-02-04
C01774,Abha,Dugal,Male,1958-03-31,abha.dugal191@email.com,7096438271,Chennai,Tamil Nadu,Sales Executive,653737,Widowed,Premium,2021-03-04
C01775,Advaith,Acharya,Male,1973-11-09,advaith.acharya270@email.com,6271088760,Chennai,Tamil Nadu,Accountant,501191,Married,Premium,2023-01-15
C01776,Laban,Padmanabhan,Female,1977-09-22,laban.padmanabhan999@email.com,7964661658,Mumbai,Maharashtra,Student,142427,Single,Retail,2021-01-10
C01777,Upasna,Warrior,Female,1997-11-03,upasna.warrior447@email.com,8376399126,Chennai,Tamil Nadu,Doctor,1264868,Single,Premium,2018-08-29
C01778,Vyanjana,Sood,Other,1999-11-26,vyanjana.sood861@email.com,8923044658,Jaipur,Rajasthan,Software Engineer,1433739,Single,Premium,2021-02-19
C01779,Aditya,Sani,Male,2004-04-30,aditya.sani538@email.com,6201842915,Lucknow,Uttar Pradesh,Business Owner,2073149,Married,VIP,2025-05-18
C01780,Brinda,Kashyap,Female,1981-11-12,brinda.kashyap163@email.com,6430089730,Jaipur,Rajasthan,Data Analyst,1227391,Single,Premium,2025-05-14
C01781,Abhimanyu,Prakash,Female,1964-09-29,abhimanyu.prakash979@email.com,8618493607,Mumbai,Maharashtra,Retired,268624,Married,Retail,2020-03-11
C01782,Nisha,Sarkar,Male,1993-03-23,nisha.sarkar535@email.com,7809315684,Hyderabad,Telangana,Student,105086,Single,Retail,2021-12-12
C01783,Zaid,Gade,Female,1976-03-05,zaid.gade726@email.com,8386959755,Kolkata,West Bengal,Software Engineer,1229131,Single,Premium,2024-09-02
C01784,Madhavi,Radhakrishnan,Female,1991-10-04,madhavi.radhakrishnan144@email.com,6617580073,Kolkata,West Bengal,Retired,185030,Married,Retail,2020-06-19
C01785,Adya,Buch,Male,1995-04-10,adya.buch199@email.com,7067614205,Pune,Maharashtra,Government Employee,567188,Single,Premium,2022-03-07
C01786,Wriddhish,Varughese,Female,2001-04-17,wriddhish.varughese758@email.com,8516549021,Pune,Maharashtra,Doctor,1294524,Single,Premium,2025-02-03
C01787,Anita,Mane,Female,1996-04-28,anita.mane12@email.com,8734848801,Hyderabad,Telangana,Accountant,549326,Married,Premium,2024-02-08
C01788,Amruta,Sachar,Male,1985-11-19,amruta.sachar677@email.com,7882363858,Lucknow,Uttar Pradesh,Teacher,704571,Married,Premium,2020-03-10
C01789,Ekapad,Gopal,Male,1997-11-07,ekapad.gopal773@email.com,9910594178,Mumbai,Maharashtra,Retired,388219,Single,Retail,2019-10-02
C01790,Bimala,Choudhry,Female,1988-07-24,bimala.choudhry437@email.com,8512463846,Delhi,Delhi,Government Employee,667861,Married,Premium,2024-01-03
C01791,Tamanna,Sethi,Male,1959-09-01,tamanna.sethi91@email.com,9142882278,Bengaluru,Karnataka,Accountant,705247,Married,Premium,2020-11-26
C01792,Vyanjana,Guha,Female,1967-02-15,vyanjana.guha987@email.com,7857475915,Ahmedabad,Gujarat,Data Analyst,1411591,Married,Premium,2021-04-26
C01793,Anirudh,Doshi,Male,1965-06-27,anirudh.doshi656@email.com,8181085554,Hyderabad,Telangana,Doctor,2766483,Divorced,VIP,2019-01-05
C01794,Anthony,Grewal,Male,1963-04-14,anthony.grewal826@email.com,8085416061,Kolkata,West Bengal,Business Owner,1497037,Single,Premium,2019-06-17
C01795,Baghyawati,Luthra,Male,1974-04-26,baghyawati.luthra800@email.com,9548763219,Hyderabad,Telangana,Retired,377418,Single,Retail,2019-08-27
C01796,Raksha,Anand,Female,1969-10-12,raksha.anand948@email.com,8867135632,Lucknow,Uttar Pradesh,Retired,347039,Married,Retail,2020-07-27
C01797,Gautam,Dora,Male,1967-06-25,gautam.dora121@email.com,9281486766,Delhi,Delhi,Retired,589461,Married,Premium,2018-09-18
C01798,Wakeeta,Kalla,Male,1967-09-09,wakeeta.kalla41@email.com,7491661275,Pune,Maharashtra,Retired,371160,Married,Retail,2021-07-01
C01799,Osha,Muni,Female,1976-12-24,osha.muni833@email.com,9458396111,Kolkata,West Bengal,Retired,424079,Divorced,Retail,2025-04-10
C01800,Wishi,Prabhu,Female,1956-01-13,wishi.prabhu646@email.com,7412882099,Lucknow,Uttar Pradesh,Student,56633,Single,Retail,2022-07-14
C01801,Azad,Narayanan,Male,1979-08-02,azad.narayanan353@email.com,7513453893,Chennai,Tamil Nadu,Accountant,665828,Married,Premium,2019-04-10
C01802,Madhav,Bhalla,Female,1990-03-25,madhav.bhalla651@email.com,7130322406,Chennai,Tamil Nadu,Accountant,450121,Married,Retail,2020-11-08
C01803,Manya,Bora,Female,1995-04-27,manya.bora772@email.com,7496964209,Chennai,Tamil Nadu,Sales Executive,873862,Married,Premium,2023-03-18
C01804,Upma,Golla,Female,1993-11-30,upma.golla758@email.com,9458117301,Chennai,Tamil Nadu,Teacher,474988,Married,Retail,2020-03-23
C01805,Zashil,Raj,Female,1991-03-04,zashil.raj321@email.com,8670609482,Delhi,Delhi,Doctor,1212437,Married,Premium,2025-08-20
C01806,Advik,Dara,Female,1994-01-29,advik.dara826@email.com,7880203966,Ahmedabad,Gujarat,Data Analyst,777537,Single,Premium,2025-02-14
C01807,Yuvraj,Rajan,Female,1957-06-01,yuvraj.rajan596@email.com,7333705812,Kolkata,West Bengal,Software Engineer,1276876,Single,Premium,2025-02-24
C01808,Saanvi,Kota,Female,1960-09-26,saanvi.kota408@email.com,8656312638,Jaipur,Rajasthan,Sales Executive,610592,Married,Premium,2024-11-11
C01809,Bahadurjit,Issac,Female,1993-06-26,bahadurjit.issac680@email.com,7737903065,Lucknow,Uttar Pradesh,Teacher,673117,Divorced,Premium,2022-07-05
C01810,Girindra,Verma,Female,1996-02-19,girindra.verma395@email.com,6445070373,Pune,Maharashtra,Sales Executive,670985,Single,Premium,2024-04-03
C01811,Sathvik,Solanki,Female,1958-03-24,sathvik.solanki231@email.com,7900677856,Delhi,Delhi,Retired,448900,Single,Retail,2021-11-24
C01812,Devika,Naidu,Female,1989-11-06,devika.naidu854@email.com,8985341993,Kolkata,West Bengal,Software Engineer,1174175,Married,Premium,2019-12-09
C01813,Brijesh,Verma,Other,1990-04-20,brijesh.verma250@email.com,6089223426,Mumbai,Maharashtra,Accountant,626458,Single,Premium,2019-08-18
C01814,Zehaan,Srivastava,Female,1975-01-05,zehaan.srivastava197@email.com,7770916225,Jaipur,Rajasthan,Government Employee,983346,Widowed,Premium,2024-01-08
C01815,Chanchal,Issac,Male,1971-10-25,chanchal.issac397@email.com,9207450571,Lucknow,Uttar Pradesh,Government Employee,1057724,Married,Premium,2021-08-27
C01816,Charles,Kamdar,Male,1982-04-03,charles.kamdar960@email.com,7008053791,Chennai,Tamil Nadu,Government Employee,788212,Divorced,Premium,2019-07-20
C01817,Warinder,Saraf,Male,1983-07-07,warinder.saraf593@email.com,6553040088,Bengaluru,Karnataka,Software Engineer,1274575,Married,Premium,2021-05-08
C01818,Alexander,Ganesh,Male,1972-08-20,alexander.ganesh847@email.com,8594553624,Chennai,Tamil Nadu,Accountant,961365,Single,Premium,2025-05-07
C01819,Anya,Dar,Male,1982-08-21,anya.dar857@email.com,6228498504,Ahmedabad,Gujarat,Sales Executive,534843,Single,Premium,2021-12-15
C01820,Xavier,Andra,Male,1976-12-05,xavier.andra176@email.com,6094983987,Delhi,Delhi,Retired,378686,Widowed,Retail,2018-12-12
