Account_ID,Customer_ID,Account_Type,Branch_Code,Branch_City,Opening_Date,Current_Balance,Status
A000002205,C01484,Current,BR1028,Kolkata,2025-07-23,2225698,Closed
A000002206,C01485,Current,BR1016,Lucknow,2024-05-13,2219280,Active
A000002207,C01485,Savings,BR1030,Mumbai,2024-06-28,372223,Active
A000002208,C01486,Savings,BR1007,Ahmedabad,2023-07-16,71779,Active
A000002209,C01487,Savings,BR1021,Chennai,2025-07-18,114486,Active
A000002210,C01488,Savings,BR1027,Ahmedabad,2022-01-01,568771,Active
A000002211,C01489,Savings,BR1025,Kolkata,2026-07-20,114498,Active
A000002212,C01490,Savings,BR1008,Jaipur,2026-05-15,9129,Active
A000002213,C01490,Current,BR1016,Ahmedabad,2025-06-01,2049808,Inactive
A000002214,C01491,Savings,BR1016,Pune,2024-02-02,767166,Inactive
A000002215,C01492,Savings,BR1015,Jaipur,2026-07-09,1025318,Inactive
A000002216,C01492,Current,BR1015,Chennai,2026-07-24,1976042,Active
A000002217,C01493,Savings,BR1017,Bengaluru,2025-12-01,449327,Active
A000002218,C01494,Current,BR1006,Kolkata,2024-03-26,2079009,Active
A000002219,C01495,Current,BR1030,Lucknow,2025-04-04,2451269,Active
A000002220,C01495,Savings,BR1011,Kolkata,2026-06-14,921075,Active
A000002221,C01496,Savings,BR1013,Ahmedabad,2019-09-02,224683,Inactive
A000002222,C01497,Savings,BR1004,Jaipur,2025-12-05,326680,Active
A000002223,C01497,Current,BR1015,Kolkata,2026-04-26,3372277,Active
A000002224,C01498,Savings,BR1026,Lucknow,2022-02-27,1292022,Active
A000002225,C01499,Savings,BR1025,Mumbai,2021-01-13,958257,Active
A000002226,C01499,Current,BR1028,Delhi,2022-10-08,3783805,Active
A000002227,C01500,Current,BR1005,Ahmedabad,2024-10-19,466064,Active
A000002228,C01500,Savings,BR1003,Kolkata,2026-03-30,240593,Active
A000002229,C01501,Savings,BR1023,Chennai,2023-07-18,825940,Active
A000002230,C01502,Current,BR1008,Ahmedabad,2025-09-11,3100137,Active
A000002231,C01502,Savings,BR1015,Pune,2026-06-25,641832,Active
A000002232,C01503,Savings,BR1026,Lucknow,2025-08-19,1274811,Active
A000002233,C01503,Current,BR1002,Lucknow,2026-05-25,4128429,Inactive
A000002234,C01504,Savings,BR1021,Ahmedabad,2025-08-27,1036094,Active
A000002235,C01504,Current,BR1002,Jaipur,2025-10-14,1981676,Active
A000002236,C01505,Savings,BR1025,Hyderabad,2022-11-07,1212133,Active
A000002237,C01506,Savings,BR1030,Kolkata,2025-09-09,25357,Active
A000002238,C01507,Savings,BR1029,Delhi,2023-02-08,1123707,Active
A000002239,C01507,Current,BR1025,Delhi,2024-05-14,2695578,Active
A000002240,C01508,Savings,BR1026,Kolkata,2023-08-31,415985,Active
A000002241,C01508,Current,BR1002,Bengaluru,2025-03-18,1937777,Active
A000002242,C01509,Current,BR1007,Kolkata,2025-01-27,3106882,Active
A000002243,C01510,Savings,BR1015,Bengaluru,2025-09-08,466470,Active
A000002244,C01511,Current,BR1012,Lucknow,2026-06-29,251913,Active
A000002245,C01512,Savings,BR1021,Jaipur,2026-03-22,1148911,Active
A000002246,C01512,Current,BR1018,Lucknow,2026-06-15,4192894,Active
A000002247,C01513,Savings,BR1015,Lucknow,2021-07-05,483726,Active
A000002248,C01513,Current,BR1021,Mumbai,2024-11-26,4903130,Active
A000002249,C01514,Current,BR1002,Jaipur,2025-03-01,4962941,Active
A000002250,C01514,Savings,BR1008,Jaipur,2025-03-13,1474167,Active
A000002251,C01515,Current,BR1007,Pune,2026-07-15,4858225,Active
A000002252,C01515,Savings,BR1014,Kolkata,2026-07-19,379382,Active
A000002253,C01516,Current,BR1018,Ahmedabad,2026-03-03,3489109,Inactive
A000002254,C01517,Current,BR1018,Bengaluru,2026-05-19,543378,Active
A000002255,C01518,Savings,BR1025,Lucknow,2023-12-09,544882,Active
A000002256,C01519,Savings,BR1021,Ahmedabad,2023-03-30,801544,Active
A000002257,C01520,Current,BR1028,Pune,2026-04-19,2160846,Active
A000002258,C01520,Savings,BR1019,Hyderabad,2026-06-10,139759,Active
A000002259,C01521,Savings,BR1004,Kolkata,2023-02-14,724424,Active
A000002260,C01522,Savings,BR1011,Mumbai,2022-05-05,705951,Active
A000002261,C01522,Current,BR1001,Bengaluru,2021-08-25,869643,Closed
A000002262,C01523,Savings,BR1016,Jaipur,2021-08-16,289314,Active
A000002263,C01524,Savings,BR1001,Bengaluru,2026-02-24,280198,Active
A000002264,C01525,Savings,BR1016,Mumbai,2023-03-28,1454752,Inactive
A000002265,C01525,Current,BR1006,Chennai,2025-10-13,971661,Active
A000002266,C01526,Current,BR1016,Mumbai,2025-05-14,1244725,Active
A000002267,C01526,Savings,BR1023,Delhi,2025-02-18,563693,Active
A000002268,C01527,Savings,BR1013,Pune,2026-03-03,495435,Active
A000002269,C01527,Current,BR1015,Pune,2022-09-17,3693661,Active
A000002270,C01528,Savings,BR1005,Ahmedabad,2022-07-26,980435,Active
A000002271,C01528,Current,BR1021,Delhi,2022-10-18,4806873,Active
A000002272,C01529,Savings,BR1012,Kolkata,2024-07-27,400715,Active
A000002273,C01529,Current,BR1013,Hyderabad,2022-09-17,2789663,Active
A000002274,C01530,Savings,BR1020,Kolkata,2026-06-16,803984,Active
A000002275,C01531,Savings,BR1014,Jaipur,2024-01-10,1317207,Active
A000002276,C01531,Current,BR1004,Ahmedabad,2023-12-11,3592770,Active
A000002277,C01532,Savings,BR1026,Pune,2025-05-19,336953,Active
A000002278,C01532,Current,BR1003,Lucknow,2025-10-05,4183365,Active
A000002279,C01533,Savings,BR1011,Kolkata,2025-05-10,511322,Active
A000002280,C01533,Current,BR1001,Lucknow,2021-10-20,4571065,Inactive
A000002281,C01534,Savings,BR1001,Kolkata,2026-06-26,72022,Active
A000002282,C01534,Current,BR1018,Ahmedabad,2026-02-17,1993534,Closed
A000002283,C01535,Savings,BR1027,Jaipur,2024-02-12,333158,Active
A000002284,C01536,Savings,BR1003,Hyderabad,2024-08-29,1235682,Active
A000002285,C01536,Current,BR1007,Kolkata,2025-03-13,1548659,Active
A000002286,C01537,Savings,BR1003,Jaipur,2026-07-01,1314656,Active
A000002287,C01537,Current,BR1022,Lucknow,2026-07-09,1269033,Active
A000002288,C01538,Current,BR1021,Hyderabad,2024-02-23,2451912,Active
A000002289,C01539,Savings,BR1024,Chennai,2023-05-15,599737,Active
A000002290,C01540,Current,BR1015,Mumbai,2024-12-07,4361123,Inactive
A000002291,C01540,Savings,BR1027,Lucknow,2025-07-03,371360,Active
A000002292,C01541,Savings,BR1030,Ahmedabad,2022-01-07,164013,Active
A000002293,C01542,Savings,BR1018,Pune,2025-08-15,817616,Active
A000002294,C01542,Current,BR1024,Lucknow,2025-01-15,2198160,Active
A000002295,C01543,Savings,BR1004,Pune,2024-10-02,463646,Active
A000002296,C01543,Current,BR1018,Lucknow,2024-02-26,1396640,Active
A000002297,C01544,Savings,BR1005,Jaipur,2024-05-08,670109,Closed
A000002298,C01544,Current,BR1028,Lucknow,2024-07-27,1723831,Inactive
A000002299,C01545,Savings,BR1028,Jaipur,2026-02-07,1040466,Active
A000002300,C01545,Current,BR1003,Lucknow,2026-06-18,1493001,Active
A000002301,C01546,Savings,BR1006,Delhi,2021-09-05,856116,Active
A000002302,C01546,Current,BR1004,Jaipur,2020-09-29,3074696,Active
A000002303,C01547,Savings,BR1029,Mumbai,2024-05-15,820317,Active
A000002304,C01548,Savings,BR1020,Delhi,2024-05-22,423964,Active
A000002305,C01549,Savings,BR1028,Jaipur,2024-06-25,609258,Active
A000002306,C01549,Current,BR1022,Ahmedabad,2022-12-16,1547528,Active
A000002307,C01550,Savings,BR1009,Jaipur,2023-08-16,63851,Active
A000002308,C01551,Savings,BR1012,Mumbai,2024-08-15,1467026,Active
A000002309,C01552,Savings,BR1006,Bengaluru,2021-09-16,102659,Active
A000002310,C01553,Savings,BR1017,Mumbai,2026-05-09,1367589,Active
A000002311,C01554,Savings,BR1013,Lucknow,2024-02-26,1386013,Active
A000002312,C01555,Current,BR1017,Ahmedabad,2022-04-08,1739971,Active
A000002313,C01556,Current,BR1006,Ahmedabad,2023-12-28,2245484,Active
A000002314,C01556,Savings,BR1007,Lucknow,2022-05-08,1002351,Active
A000002315,C01557,Savings,BR1029,Pune,2024-09-16,1435718,Active
A000002316,C01557,Current,BR1017,Hyderabad,2024-05-10,952313,Active
A000002317,C01558,Savings,BR1024,Lucknow,2025-09-15,803584,Active
A000002318,C01558,Current,BR1028,Lucknow,2022-02-13,846076,Active
A000002319,C01559,Current,BR1020,Delhi,2024-02-10,1296510,Active
A000002320,C01560,Savings,BR1020,Hyderabad,2024-06-13,899530,Active
A000002321,C01561,Savings,BR1003,Chennai,2026-07-21,1200332,Active
A000002322,C01561,Current,BR1030,Chennai,2024-12-08,3391811,Active
A000002323,C01562,Savings,BR1021,Chennai,2025-05-23,1225463,Active
A000002324,C01562,Current,BR1002,Hyderabad,2024-04-04,842411,Active
A000002325,C01563,Savings,BR1018,Mumbai,2023-08-08,954575,Active
A000002326,C01563,Current,BR1020,Lucknow,2023-01-15,3984892,Active
A000002327,C01564,Current,BR1016,Chennai,2025-11-20,2701753,Active
A000002328,C01565,Current,BR1020,Chennai,2026-02-22,2094533,Active
A000002329,C01566,Current,BR1029,Mumbai,2024-09-27,1558957,Inactive
A000002330,C01567,Savings,BR1029,Hyderabad,2026-04-20,603620,Active
A000002331,C01568,Savings,BR1030,Chennai,2025-05-28,665287,Active
A000002332,C01569,Savings,BR1015,Kolkata,2023-11-01,1214155,Active
A000002333,C01570,Savings,BR1026,Hyderabad,2024-08-03,902467,Active
A000002334,C01571,Savings,BR1020,Bengaluru,2025-12-07,791773,Active
A000002335,C01572,Savings,BR1019,Bengaluru,2025-04-01,27932,Inactive
A000002336,C01573,Savings,BR1014,Delhi,2026-03-03,427704,Active
A000002337,C01573,Current,BR1014,Pune,2026-07-07,1528490,Active
A000002338,C01574,Savings,BR1001,Hyderabad,2026-01-06,1281920,Active
A000002339,C01575,Current,BR1015,Kolkata,2025-11-28,1760072,Active
A000002340,C01576,Savings,BR1024,Lucknow,2026-07-14,238545,Active
A000002341,C01576,Current,BR1018,Hyderabad,2026-05-08,135962,Active
A000002342,C01577,Savings,BR1010,Chennai,2023-07-13,531042,Active
A000002343,C01578,Savings,BR1003,Lucknow,2026-05-08,1287298,Active
A000002344,C01579,Savings,BR1024,Chennai,2026-07-02,1100944,Active
A000002345,C01579,Current,BR1003,Hyderabad,2026-05-09,2285731,Active
A000002346,C01580,Current,BR1008,Jaipur,2023-10-28,2761609,Active
A000002347,C01580,Savings,BR1023,Kolkata,2025-08-16,285526,Active
A000002348,C01581,Savings,BR1029,Chennai,2023-05-24,139303,Active
A000002349,C01582,Savings,BR1029,Hyderabad,2026-02-05,1076771,Active
A000002350,C01583,Savings,BR1008,Lucknow,2026-01-06,1138140,Active
A000002351,C01583,Current,BR1018,Chennai,2026-05-15,2133878,Active
A000002352,C01584,Savings,BR1022,Kolkata,2025-11-30,556255,Active
A000002353,C01585,Savings,BR1016,Delhi,2021-06-02,790552,Active
A000002354,C01585,Current,BR1015,Delhi,2020-06-26,1356370,Active
A000002355,C01586,Current,BR1018,Kolkata,2026-07-30,2214197,Active
A000002356,C01586,Savings,BR1030,Bengaluru,2026-07-31,1357683,Active
A000002357,C01587,Current,BR1022,Ahmedabad,2024-01-03,4973241,Closed
A000002358,C01588,Savings,BR1014,Mumbai,2023-10-22,709111,Active
A000002359,C01589,Savings,BR1020,Lucknow,2022-09-23,1024928,Active
A000002360,C01589,Current,BR1017,Chennai,2025-05-06,2694599,Active
A000002361,C01590,Savings,BR1022,Lucknow,2024-06-21,1005064,Closed
A000002362,C01591,Current,BR1014,Delhi,2026-05-23,3526931,Active
A000002363,C01592,Savings,BR1011,Pune,2022-01-15,168681,Active
A000002364,C01592,Current,BR1025,Jaipur,2022-09-28,4266186,Active
A000002365,C01593,Savings,BR1023,Hyderabad,2025-11-30,1000669,Active
A000002366,C01593,Current,BR1003,Mumbai,2026-02-06,3992198,Active
A000002367,C01594,Current,BR1010,Chennai,2024-01-04,2677972,Active
A000002368,C01594,Savings,BR1030,Ahmedabad,2025-05-13,1434695,Active
A000002369,C01595,Savings,BR1025,Jaipur,2024-06-08,1342407,Active
A000002370,C01595,Current,BR1018,Chennai,2026-03-15,4267366,Active
A000002371,C01596,Savings,BR1028,Chennai,2025-05-14,873616,Active
A000002372,C01597,Current,BR1030,Bengaluru,2025-03-08,1407812,Active
A000002373,C01598,Savings,BR1003,Hyderabad,2025-02-14,153753,Active
A000002374,C01599,Savings,BR1005,Chennai,2026-05-20,996498,Active
A000002375,C01599,Current,BR1030,Delhi,2025-07-25,2898051,Active
A000002376,C01600,Current,BR1013,Mumbai,2025-09-07,3373436,Active
A000002377,C01601,Savings,BR1003,Jaipur,2025-05-28,1137109,Active
A000002378,C01601,Current,BR1005,Chennai,2024-01-09,3789856,Closed
A000002379,C01602,Savings,BR1002,Kolkata,2025-12-03,1175757,Active
A000002380,C01602,Current,BR1008,Pune,2021-02-03,865118,Active
A000002381,C01603,Savings,BR1030,Hyderabad,2024-03-12,862861,Active
A000002382,C01604,Current,BR1021,Pune,2020-04-02,2602635,Active
A000002383,C01605,Savings,BR1008,Mumbai,2026-06-27,1021810,Active
A000002384,C01605,Current,BR1007,Jaipur,2022-03-09,4332148,Active
A000002385,C01606,Savings,BR1008,Bengaluru,2023-09-25,1376387,Active
A000002386,C01607,Savings,BR1012,Mumbai,2025-11-01,604001,Active
A000002387,C01608,Current,BR1017,Mumbai,2023-10-05,1468423,Active
A000002388,C01608,Savings,BR1014,Pune,2024-08-03,916783,Active
A000002389,C01609,Savings,BR1015,Lucknow,2024-08-08,1468510,Active
A000002390,C01610,Savings,BR1001,Kolkata,2024-03-16,323045,Active
A000002391,C01610,Current,BR1001,Delhi,2024-01-17,339255,Active
A000002392,C01611,Current,BR1013,Pune,2024-04-05,3443866,Active
A000002393,C01612,Savings,BR1017,Kolkata,2026-04-03,1077559,Active
A000002394,C01613,Savings,BR1023,Hyderabad,2023-09-23,1315607,Inactive
A000002395,C01613,Current,BR1029,Lucknow,2026-05-22,593007,Active
A000002396,C01614,Current,BR1023,Ahmedabad,2025-02-24,4089053,Active
A000002397,C01615,Savings,BR1028,Mumbai,2026-04-07,1281984,Active
A000002398,C01615,Current,BR1012,Mumbai,2026-05-12,533688,Active
A000002399,C01616,Savings,BR1004,Lucknow,2023-10-01,763231,Inactive
A000002400,C01617,Savings,BR1011,Ahmedabad,2026-05-23,1232863,Closed
A000002401,C01617,Current,BR1016,Mumbai,2026-04-03,622630,Inactive
A000002402,C01618,Savings,BR1024,Pune,2022-03-19,832067,Inactive
A000002403,C01619,Savings,BR1005,Hyderabad,2025-09-26,1275952,Active
A000002404,C01620,Savings,BR1001,Jaipur,2020-11-13,234435,Active
A000002405,C01620,Current,BR1025,Kolkata,2022-03-14,3989624,Active
A000002406,C01621,Savings,BR1015,Ahmedabad,2026-08-02,620902,Active
A000002407,C01622,Savings,BR1010,Bengaluru,2022-05-25,1177562,Inactive
A000002408,C01623,Savings,BR1016,Delhi,2024-09-30,683300,Active
A000002409,C01623,Current,BR1025,Jaipur,2025-08-21,1706236,Active
A000002410,C01624,Savings,BR1008,Bengaluru,2020-05-20,246790,Active
A000002411,C01624,Current,BR1009,Bengaluru,2024-09-02,4193099,Active
A000002412,C01625,Savings,BR1010,Ahmedabad,2026-02-06,154962,Active
A000002413,C01625,Current,BR1015,Bengaluru,2026-02-25,2932894,Active
A000002414,C01626,Savings,BR1018,Hyderabad,2026-02-12,861379,Active
A000002415,C01626,Current,BR1022,Jaipur,2026-03-24,4856060,Active
A000002416,C01627,Current,BR1020,Bengaluru,2026-05-01,3817479,Active
A000002417,C01628,Current,BR1015,Mumbai,2021-12-17,4449009,Active
A000002418,C01628,Savings,BR1026,Mumbai,2021-04-03,1107585,Active
A000002419,C01629,Savings,BR1007,Pune,2026-06-02,759644,Active
A000002420,C01630,Savings,BR1003,Kolkata,2026-01-15,301044,Active
A000002421,C01631,Savings,BR1026,Lucknow,2026-04-25,174751,Active
A000002422,C01631,Current,BR1023,Lucknow,2026-02-26,4956835,Active
A000002423,C01632,Savings,BR1019,Chennai,2023-09-10,771144,Active
A000002424,C01632,Current,BR1003,Kolkata,2024-02-21,4811303,Active
A000002425,C01633,Savings,BR1002,Ahmedabad,2025-05-27,711187,Active
A000002426,C01634,Savings,BR1009,Hyderabad,2025-11-13,761711,Active
A000002427,C01634,Current,BR1019,Lucknow,2024-08-12,850812,Active
A000002428,C01635,Savings,BR1001,Delhi,2022-03-17,291943,Active
A000002429,C01636,Savings,BR1018,Jaipur,2025-03-09,1402171,Active
A000002430,C01636,Current,BR1003,Ahmedabad,2026-06-18,2081079,Active
A000002431,C01637,Savings,BR1028,Kolkata,2022-04-05,609049,Inactive
A000002432,C01637,Current,BR1005,Delhi,2023-05-12,843182,Active
A000002433,C01638,Savings,BR1014,Hyderabad,2021-04-30,1140256,Active
A000002434,C01638,Current,BR1012,Ahmedabad,2022-07-01,1220215,Active
A000002435,C01639,Current,BR1010,Jaipur,2023-09-22,4634061,Active
A000002436,C01639,Savings,BR1006,Hyderabad,2026-03-27,732817,Active
A000002437,C01640,Savings,BR1023,Pune,2020-10-07,1089680,Active
A000002438,C01641,Savings,BR1020,Mumbai,2025-05-01,120673,Inactive
A000002439,C01641,Current,BR1026,Chennai,2024-12-06,2243689,Active
A000002440,C01642,Savings,BR1001,Delhi,2021-09-06,733112,Inactive
A000002441,C01643,Savings,BR1020,Bengaluru,2025-03-02,306078,Active
A000002442,C01644,Savings,BR1025,Pune,2026-07-14,1207466,Active
A000002443,C01644,Current,BR1001,Ahmedabad,2026-07-04,3196749,Active
A000002444,C01645,Savings,BR1005,Ahmedabad,2025-05-13,509024,Active
A000002445,C01645,Current,BR1025,Jaipur,2025-03-05,1586309,Inactive
A000002446,C01646,Savings,BR1022,Lucknow,2025-03-09,1388534,Active
A000002447,C01646,Current,BR1015,Delhi,2026-07-05,3066381,Active
A000002448,C01647,Savings,BR1016,Ahmedabad,2025-08-15,53662,Active
A000002449,C01647,Current,BR1007,Jaipur,2024-05-29,71130,Active
A000002450,C01648,Savings,BR1015,Mumbai,2022-11-16,526478,Active
A000002451,C01648,Current,BR1011,Chennai,2025-03-18,1799089,Active
A000002452,C01649,Savings,BR1007,Hyderabad,2026-05-25,1176262,Active
A000002453,C01650,Savings,BR1025,Pune,2025-06-22,343252,Active
A000002454,C01651,Savings,BR1028,Pune,2025-08-22,441731,Active
A000002455,C01651,Current,BR1015,Bengaluru,2025-01-26,1986637,Inactive
A000002456,C01652,Savings,BR1029,Mumbai,2026-08-01,491304,Active
A000002457,C01653,Savings,BR1009,Pune,2020-07-02,894273,Active
A000002458,C01653,Current,BR1008,Kolkata,2023-06-09,4457893,Active
A000002459,C01654,Savings,BR1024,Chennai,2025-09-28,623954,Active
A000002460,C01655,Savings,BR1023,Chennai,2026-03-03,351975,Active
A000002461,C01655,Current,BR1016,Lucknow,2022-05-02,891822,Active
A000002462,C01656,Current,BR1023,Delhi,2025-10-22,174523,Active
A000002463,C01656,Savings,BR1007,Hyderabad,2025-12-22,461791,Active
A000002464,C01657,Savings,BR1018,Lucknow,2022-09-01,116999,Active
A000002465,C01657,Current,BR1029,Lucknow,2024-11-19,2035088,Active
A000002466,C01658,Savings,BR1027,Lucknow,2024-09-22,862485,Active
A000002467,C01658,Current,BR1024,Kolkata,2026-07-08,4447755,Inactive
A000002468,C01659,Current,BR1017,Pune,2022-08-25,2457204,Active
A000002469,C01660,Savings,BR1017,Chennai,2026-04-15,1411481,Active
A000002470,C01661,Savings,BR1028,Mumbai,2025-06-08,978895,Active
A000002471,C01661,Current,BR1012,Jaipur,2026-08-04,3932184,Active
A000002472,C01662,Savings,BR1010,Hyderabad,2025-09-18,301839,Active
A000002473,C01663,Savings,BR1001,Chennai,2024-01-28,186259,Active
A000002474,C01664,Savings,BR1005,Chennai,2026-04-17,1489758,Active
A000002475,C01664,Current,BR1010,Ahmedabad,2026-01-21,2353100,Active
A000002476,C01665,Savings,BR1003,Mumbai,2023-01-02,894962,Active
A000002477,C01665,Current,BR1029,Lucknow,2022-07-14,2990418,Active
A000002478,C01666,Savings,BR1009,Delhi,2023-11-04,1282336,Active
A000002479,C01666,Current,BR1023,Delhi,2025-06-13,2423793,Active
A000002480,C01667,Savings,BR1022,Bengaluru,2026-01-02,672141,Active
A000002481,C01668,Savings,BR1008,Lucknow,2021-12-12,257091,Active
A000002482,C01669,Savings,BR1008,Lucknow,2023-02-13,1089933,Active
A000002483,C01670,Current,BR1005,Pune,2023-07-25,1931318,Closed
A000002484,C01670,Savings,BR1011,Ahmedabad,2025-04-14,1345723,Active
A000002485,C01671,Savings,BR1007,Ahmedabad,2025-02-20,1329798,Active
A000002486,C01671,Current,BR1015,Ahmedabad,2024-03-15,3631800,Active
A000002487,C01672,Current,BR1011,Pune,2026-05-23,4508896,Active
A000002488,C01672,Savings,BR1015,Mumbai,2022-10-17,909094,Closed
A000002489,C01673,Savings,BR1028,Pune,2023-08-30,1309472,Active
A000002490,C01674,Savings,BR1019,Jaipur,2025-10-05,1031202,Active
A000002491,C01675,Savings,BR1023,Bengaluru,2024-07-07,1036001,Active
A000002492,C01675,Current,BR1017,Chennai,2025-09-12,873131,Inactive
A000002493,C01676,Savings,BR1021,Hyderabad,2026-07-09,271095,Inactive
A000002494,C01676,Current,BR1028,Jaipur,2026-07-09,1682851,Active
A000002495,C01677,Savings,BR1020,Delhi,2022-06-01,49236,Active
A000002496,C01678,Savings,BR1003,Pune,2025-04-25,212920,Inactive
A000002497,C01679,Savings,BR1012,Chennai,2024-12-14,208166,Active
A000002498,C01680,Current,BR1021,Lucknow,2025-10-15,4581857,Active
A000002499,C01680,Savings,BR1013,Jaipur,2021-02-12,1275420,Active
A000002500,C01681,Current,BR1012,Delhi,2026-05-04,4664078,Active
A000002501,C01681,Savings,BR1003,Kolkata,2026-01-23,1028406,Active
A000002502,C01682,Savings,BR1019,Mumbai,2024-06-07,961786,Inactive
A000002503,C01683,Current,BR1029,Mumbai,2025-05-18,3488284,Active
A000002504,C01683,Savings,BR1012,Delhi,2025-05-30,856355,Active
A000002505,C01684,Current,BR1002,Mumbai,2026-01-23,3284468,Active
A000002506,C01684,Savings,BR1025,Delhi,2025-03-08,207423,Active
A000002507,C01685,Savings,BR1014,Ahmedabad,2022-12-25,1284478,Active
A000002508,C01685,Current,BR1008,Hyderabad,2023-04-19,2809268,Active
A000002509,C01686,Current,BR1026,Jaipur,2019-10-10,1061744,Active
A000002510,C01686,Savings,BR1020,Delhi,2022-10-15,628624,Active
A000002511,C01687,Savings,BR1023,Kolkata,2025-05-22,279715,Active
A000002512,C01688,Savings,BR1002,Delhi,2025-12-19,1466951,Active
A000002513,C01689,Savings,BR1015,Chennai,2025-11-21,771407,Active
A000002514,C01689,Current,BR1004,Mumbai,2024-11-09,1527853,Active
A000002515,C01690,Savings,BR1028,Bengaluru,2021-07-21,632685,Active
A000002516,C01691,Savings,BR1011,Kolkata,2026-06-18,864229,Active
A000002517,C01692,Current,BR1029,Bengaluru,2023-11-21,694849,Active
A000002518,C01693,Savings,BR1024,Delhi,2021-05-11,125411,Active
A000002519,C01693,Current,BR1027,Hyderabad,2026-05-23,3324354,Active
A000002520,C01694,Current,BR1017,Delhi,2026-04-01,3250360,Active
A000002521,C01694,Savings,BR1028,Ahmedabad,2026-05-25,38891,Active
A000002522,C01695,Savings,BR1018,Ahmedabad,2025-10-02,443804,Active
A000002523,C01695,Current,BR1010,Chennai,2024-12-24,2486125,Active
A000002524,C01696,Savings,BR1004,Jaipur,2025-02-03,471293,Closed
A000002525,C01696,Current,BR1012,Mumbai,2024-11-20,2462024,Inactive
A000002526,C01697,Savings,BR1019,Lucknow,2026-06-19,1052796,Active
A000002527,C01698,Current,BR1012,Bengaluru,2025-10-30,189260,Inactive
A000002528,C01698,Savings,BR1023,Hyderabad,2020-09-19,18214,Active
A000002529,C01699,Current,BR1025,Hyderabad,2025-10-31,4059968,Active
A000002530,C01699,Savings,BR1027,Jaipur,2025-12-15,1434680,Active
A000002531,C01700,Savings,BR1009,Lucknow,2026-06-19,407381,Active
A000002532,C01701,Savings,BR1003,Bengaluru,2026-06-09,624872,Active
A000002533,C01701,Current,BR1025,Bengaluru,2026-06-26,2371001,Active
A000002534,C01702,Savings,BR1027,Ahmedabad,2024-06-01,285502,Active
A000002535,C01702,Current,BR1025,Ahmedabad,2026-06-24,4472535,Active
A000002536,C01703,Savings,BR1022,Chennai,2026-06-09,1091395,Active
A000002537,C01704,Savings,BR1006,Kolkata,2023-12-04,282160,Active
A000002538,C01705,Savings,BR1022,Pune,2026-03-26,17144,Active
A000002539,C01706,Savings,BR1014,Kolkata,2021-01-18,914698,Active
A000002540,C01707,Savings,BR1015,Mumbai,2026-08-03,1243636,Active
A000002541,C01708,Savings,BR1009,Hyderabad,2025-04-24,573336,Active
A000002542,C01709,Current,BR1002,Lucknow,2026-08-03,3412282,Active
A000002543,C01710,Savings,BR1003,Mumbai,2022-04-06,21290,Active
A000002544,C01711,Current,BR1001,Bengaluru,2023-05-04,3498687,Active
A000002545,C01712,Savings,BR1027,Bengaluru,2023-02-04,1032507,Active
A000002546,C01712,Current,BR1009,Jaipur,2024-07-18,1411555,Active
A000002547,C01713,Current,BR1009,Chennai,2025-02-24,1564396,Active
A000002548,C01714,Savings,BR1011,Bengaluru,2025-12-04,446980,Active
A000002549,C01714,Current,BR1028,Lucknow,2025-06-03,3837373,Active
A000002550,C01715,Savings,BR1014,Jaipur,2023-01-19,1095940,Active
A000002551,C01716,Savings,BR1006,Bengaluru,2024-07-24,343302,Active
A000002552,C01716,Current,BR1011,Bengaluru,2024-08-31,230329,Active
A000002553,C01717,Current,BR1030,Ahmedabad,2024-12-14,3750860,Active
A000002554,C01718,Savings,BR1001,Lucknow,2023-01-06,408621,Active
A000002555,C01718,Current,BR1016,Hyderabad,2023-10-10,938480,Active
A000002556,C01719,Savings,BR1011,Kolkata,2022-09-02,1111998,Active
A000002557,C01720,Current,BR1024,Ahmedabad,2025-09-15,2819919,Active
A000002558,C01720,Savings,BR1026,Mumbai,2026-01-08,178029,Active
A000002559,C01721,Current,BR1024,Mumbai,2026-02-20,388646,Active
A000002560,C01722,Savings,BR1007,Mumbai,2025-02-02,1392746,Closed
A000002561,C01723,Savings,BR1007,Kolkata,2025-10-19,479152,Active
A000002562,C01724,Savings,BR1018,Bengaluru,2024-12-24,637733,Active
A000002563,C01725,Savings,BR1012,Bengaluru,2023-05-27,73956,Active
A000002564,C01726,Savings,BR1022,Chennai,2020-08-20,867706,Active
A000002565,C01727,Savings,BR1014,Pune,2023-01-18,1191640,Active
A000002566,C01728,Savings,BR1028,Pune,2024-09-11,715575,Active
A000002567,C01729,Savings,BR1020,Hyderabad,2026-03-29,153693,Active
A000002568,C01730,Savings,BR1028,Chennai,2025-10-21,1459959,Active
A000002569,C01730,Current,BR1023,Bengaluru,2026-06-30,2606963,Active
A000002570,C01731,Savings,BR1008,Chennai,2024-09-03,1465162,Active
A000002571,C01731,Current,BR1016,Pune,2022-05-07,4181856,Active
A000002572,C01732,Current,BR1010,Lucknow,2021-12-26,1320004,Active
A000002573,C01732,Savings,BR1017,Delhi,2023-11-19,1362532,Active
A000002574,C01733,Savings,BR1013,Delhi,2019-04-21,883253,Active
A000002575,C01734,Savings,BR1006,Hyderabad,2023-08-10,1079053,Active
A000002576,C01735,Savings,BR1011,Delhi,2025-10-30,549400,Active
A000002577,C01735,Current,BR1017,Pune,2025-09-28,1454813,Active
